content,score
Good,5
So good,4
if it's possible can you please add a reels section....please consider this review,5
ogwang hnnry,1
Can't use app on phone,1
good app,5
nice,5
The app is superb 👌,5
sifiiehr,5
sign in UI is broken. I can't click any button.,1
i like very much this app for me,5
nic,5
good app Whatsapp,5
What App,5
richardterungwaterfa,5
good,5
Cheating,5
Best app for communication,5
only Bank,1
vubi,5
nice,5
my number is banned from whatsapp kindly reactivate it. i'm facing accoun in review whatsapp problem but still same showing,4
Great man,5
Es app me or develop hona chahiye jese k hamara status dekhne k bad uspr comment dena wo ek alg se personal jani chahiye naake uske contact pr or usme diya gaya meta bhi thk se kam nhi krta or eska logo ab thora update hona chahiye wrna log bor ho jaate hn me ye comment just review ke liye nhi de rahi mughe sachme ye cheze tng karti hn to public ko bhi krti hongi I think u should being some changes thank you,3
bad service,1
lachhmoli slam,5
Shehzad,5
"I've been using it for years... I tried using it. But it's also good to use. But here in the Philippines, people here usually don't use WhatsApp. until they use messenger..",5
අරෝෂ අංෂූ,5
This app is fun,5
isme na phiri phayar nahi chalta 😭,1
I have no words to say about wathsapp,5
Good,5
Like is WhatsApp,5
Need to add short video making and views function with duet options,1
A one,5
good,5
"I suddenly got banned yesterday and shortly got a message to go ahead and verify my number after a review. it's been over 24hrs already, I still can't verify my number. I keep getting the alert that says the installed WhatsApp is fake.",1
amos kujur,1
Awesome,4
But Acha hai,5
nais,5
best ever,5
Good app,5
"it's good and faster than facebook,I like it. thank you",5
Good hopely would be make me satisfy,5
My phone whatsApp not Install,5
👋👋🔥🔥🔥,2
Videos Uploading Problem.Some Format Cannot be Uploaded.Even Small Duration Videos Also Because Of Format Problem Unable to Upload. Please Make This App As More Format Support Friendly.,4
oya oya 0,3
Good,5
"this is unexpected experience from watsapp,I am not able to receive messages on my watsapp even having proper data connection and after reinstalling also,I can message to anyone but nt getting double tick or blue tick even after seeing by other person I checked my all settings including phne and watsapp there is no technical support from watsapp any customer care no or mail to raised and resolve my issue",1
amazing Massenger application,5
Not sappot,5
Mashallah,5
the app is nice but why iam blocked why,1
very good,5
zabardast,5
It's marvellous and very much exciting.,5
excellent,5
sangat membantu dalam urusan berkomunikasi jarak jauh,5
guys whatsapp is really cool,5
WhatsApp,5
safina,5
26d. i4 9 t,4
very good 👍,5
please remove or turn off the START CHATTING FEATURE,1
Narowal City,5
ok,5
some there interuptions,4
"I tried to send a screenshot with text in it, and rather than deliver the image Whatsapp disabled end-to-end encryption in the chat and marked the image as an error. Who needs civil liberties when the Meta algorithm can just tell me what I'm allowed to think about?",1
very much good,5
how long does a ban last on WhatsApp,1
OK,5
very good,5
"I was using this WhatsApp until I was suspended for 24hrs, since then I haven't been able to access my WhatsApp. they're telling me my number isn't verified after I tried it after the 24hrs.",1
how can I install the WhatsApp,5
whatsapp pls I don't want your suggestions for whom to chat with I know my brain works. pls give options to On/Off every feature you force us to use,1
ok I'm using WhatsApp,5
nice👍,5
balakshah j,5
/o I come o kk ik k ji=44yyty4ylllllllll))lotty 58,4
i love you,5
very good,5
good,5
Please apps shoport,5
I'm a hackbot retard,1
"this app really enjoy and fast to communiction, chat, call, video call, voice chat, community 🌟🌟🌟🌟🌟",5
hello WhatsApp unblock My account,5
brb Deb been verbs for dud by all by NH egg by y be so no in CT egg he by cb by an be so by by by,5
very good app,5
good...,5
good,5
It is a very good app I would have rated 5 stars if not for the status issue it makes things tough I would love it if it can be improved but it is now so yea,4
Good,5
why I don't know I downloaded this app but I can't login why and I'm trying to login but it's showing Download official WhatsApp why Im download already but it's not why ????😡😡😡😡😡😡😡 very woest working this app.....😡😡😡😡,1
I like,5
arsad alam,1
"When we receive a call from someone, our last scene should be shown, not that we appear online. This way, our personal life is disturbed because we don't want to be online, but during the call, the online show itself is shown please take action for this issue 🫡🙏",3
plz halp,5
Wow 👌 👏,5
Best app to talk to your besties,5
best app,5
so good 👍👍,5
lut and Iat,5
very good,5
warm is warseep,5
good services,5
🙂 nice,5
good,5
Bhagavt,5
my account band please help us,5
it a good apps but mi have issues,1
😍,5
it screen does show half screen at WhatsApp?,4
I love it,5
it take a lot of space fat watsup,3
nice,5
its good but it needs reels,5
Nyasha musithe,1
Best,5
avatar not show and not working,1
v.v.good.excllent❤️🧡💛💚💙🤎💜🖤🤍5 star ✨⭐✨⭐✨⭐✨⭐✨ ✨✨✨✨✨✨✨✨,5
হি,1
Very good,5
very nice and beautiful,5
good,5
Nice one,5
like,5
awesome,5
very nice app,5
very thankful,5
change the bio system back,1
nice,5
About WhatsApp account,1
Nice,4
super,4
naicc app,5
noorullah,4
subscrayb,5
excellent app,5
ohh,5
when the call is declined by opposite party during calling it is not showing even delined as well as not showing in the call history as well. this feature is the important feature. fix it,1
sale near dear I,5
quero recuperar toda informacao do wathsapp,5
helpful and nice to me,4
after 6-7 month app is too heavy 3 GB+ in that my mobile only 230mb data please fix this,1
always good to use,5
Emm,5
nice 👍,3
feuf🧑‍🦼🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱,2
thanks New phone,5
"My WhatsApp app keep on crashing steadily. I can't use it. once I open it, it crashes. I have done all I could, nothing is working..",1
help me,5
Nice,5
😊,5
it continues to blurry my whatsap profile picture despite setting to hd quality,2
"I can't send stickers by simply clicking them. Also the when I play any voice messages the screen suddenly goes dark and the voice message stops playing. This is a very annoying issue, please fix it.",2
👍,5
I am so very happy to my us Whatsapp,5
WhatsApp messenger public review,5
"Old help review my phone for i can't use it for whatsapp, it's locking me out.",2
Good,5
Jameel Nahin sheet Nahin chahie hamen lesson Nahin chahie pura photograph do Mera who pumera who police hamen photograph do uska photo graph325,5
What a nice app this is must it have to be updated,5
good,3
I can't download my whatsapp,5
Mohmmed ayas,5
mara whatsapp nahi ho raha hai to kasai karu,5
Naples hzbshjbjzn Narrow Hired variation ېَطلزک,5
Great,5
nice,5
